customer_id,Min of Recency,Count of product_id,Sum of Profit,R_score,F_score,M_score,RFM Value,Customer Title
1183,153,5,4140.91,1,2,4,124,Bronze
1184,5,6,4314.89,4,2,4,424,Platinum
1185,9,3,773.81,4,1,1,411,Gold
1186,33,6,2437.23,3,2,2,322,Gold
1187,58,4,1130.52,2,1,1,211,Bronze
1188,18,2,2299.82,4,1,2,412,Platinum
1189,47,4,1472.66,2,1,1,211,Bronze
1190,6,6,2008.23,4,2,2,422,Platinum
1191,43,8,1339.27,3,4,1,341,Gold
1192,79,5,1397.38,2,2,1,221,Silver
1193,36,4,962.22,3,1,1,311,Silver
1194,28,8,4148.57,3,4,4,344,Gold
1195,19,5,3463.81,3,2,3,323,Gold
1196,18,6,1455.38,4,2,1,421,Platinum
1197,7,4,1559.13,4,1,1,411,Gold
1198,68,6,2323.92,2,2,2,222,Silver
1199,43,8,2037.32,3,4,2,342,Gold
1200,79,9,4075.17,2,4,3,243,Silver
1201,82,3,807.37,2,1,1,211,Bronze
1202,85,3,592.29,2,1,1,211,Bronze
1203,7,1,830.24,4,1,1,411,Gold
1204,24,3,183.16,3,1,1,311,Silver
1205,22,9,5828.49,3,4,4,344,Gold
1206,83,2,889.72,2,1,1,211,Bronze
1207,13,7,1126.07,4,3,1,431,Platinum
1208,77,5,3238.37,2,2,3,223,Silver
1209,131,2,1809.69,1,1,2,112,Bronze
1210,17,9,4716.72,4,4,4,444,Platinum
1211,234,4,1495.94,1,1,1,111,Bronze
1212,71,3,2331.63,2,1,2,212,Silver
1213,69,7,5490.29,2,3,4,234,Silver
1214,23,4,3652.09,3,1,3,313,Gold
1215,77,8,3118.98,2,4,3,243,Silver
1216,7,4,2156.72,4,1,2,412,Platinum
1217,10,7,3270.61,4,3,3,433,Platinum
1218,50,6,4540.57,2,2,4,224,Silver
1219,4,3,2015.72,4,1,2,412,Platinum
1220,66,5,2476.27,2,2,2,222,Silver
1221,9,7,1500.49,4,3,1,431,Platinum
1222,51,3,667.99,2,1,1,211,Bronze
1223,34,8,2235.3,3,4,2,342,Gold
1224,47,8,4988.31,2,4,4,244,Silver
1225,58,4,2078.59,2,1,2,212,Silver
1226,24,5,937.44,3,2,1,321,Gold
1227,61,12,4101.86,2,4,3,243,Silver
1228,132,4,922.34,1,1,1,111,Bronze
1229,19,9,3005.63,3,4,3,343,Gold
1230,76,2,617.98,2,1,1,211,Bronze
1231,175,2,1718.61,1,1,1,111,Bronze
1232,4,9,5011.9,4,4,4,444,Platinum
1233,14,9,6634.14,4,4,4,444,Platinum
1234,85,8,2231.46,2,4,2,242,Silver
1235,81,3,3476.16,2,1,3,213,Silver
1236,41,5,3588.56,3,2,3,323,Gold
1237,23,11,6961.52,3,4,4,344,Gold
1238,101,6,1110.02,1,2,1,121,Bronze
1239,38,7,1795.3,3,3,1,331,Gold
1240,5,4,3015.05,4,1,3,413,Platinum
1241,75,7,1844.56,2,3,2,232,Silver
1242,17,3,1100.82,4,1,1,411,Gold
1243,70,10,5127.43,2,4,4,244,Silver
1244,19,5,1968.68,3,2,2,322,Gold
1245,71,7,2596.23,2,3,2,232,Silver
1246,114,2,1769.48,1,1,1,111,Bronze
1247,90,4,2848.94,1,1,3,113,Bronze
1248,67,1,182.81,2,1,1,211,Bronze
1249,106,5,4269.85,1,2,4,124,Bronze
1250,35,10,6093.26,3,4,4,344,Gold
1251,61,4,1481.07,2,1,1,211,Bronze
1252,9,7,4548.31,4,3,4,434,Platinum
1253,4,4,1948.45,4,1,2,412,Platinum
1254,37,7,3436.5,3,3,3,333,Gold
1255,78,3,287.31,2,1,1,211,Bronze
1256,81,6,2068.61,2,2,2,222,Silver
1257,256,3,1791.15,1,1,1,111,Bronze
1258,52,8,5441.22,2,4,4,244,Silver
1259,41,7,3342.13,3,3,3,333,Gold
1260,66,5,2195.24,2,2,2,222,Silver
1261,48,6,1584.5,2,2,1,221,Silver
1262,43,3,1355.38,3,1,1,311,Silver
1263,42,6,2951.02,3,2,3,323,Gold
1264,2,4,2699.71,4,1,2,412,Platinum
1265,7,4,1195.61,4,1,1,411,Gold
1266,257,2,3405.1,1,1,3,113,Bronze
1267,141,4,2557.49,1,1,2,112,Bronze
1268,67,3,1318.26,2,1,1,211,Bronze
1269,211,3,935.06,1,1,1,111,Bronze
1270,205,4,2113.08,1,1,2,112,Bronze
1271,187,2,950.12,1,1,1,111,Bronze
1272,24,10,5029.13,3,4,4,344,Gold
1273,23,3,1551.75,3,1,1,311,Silver
1274,14,10,3573.5,4,4,3,443,Platinum
1275,149,6,1540.08,1,2,1,121,Bronze
1276,100,2,969.91,1,1,1,111,Bronze
1277,55,3,1197.91,2,1,1,211,Bronze
1278,64,4,721.51,2,1,1,211,Bronze
1279,52,6,2422.29,2,2,2,222,Silver
1280,106,4,2799.42,1,1,3,113,Bronze
1281,87,3,1186.61,2,1,1,211,Bronze
1282,38,8,5521.41,3,4,4,344,Gold
1283,93,2,1012.1,1,1,1,111,Bronze
1284,78,3,106.5,2,1,1,211,Bronze
1285,117,8,6456.51,1,4,4,144,Bronze
1286,51,7,2415.24,2,3,2,232,Silver
1287,67,7,5456.97,2,3,4,234,Silver
1288,22,5,3227.13,3,2,3,323,Gold
1289,11,6,3940.48,4,2,3,423,Platinum
1290,44,9,7616.04,3,4,4,344,Gold
1291,16,7,5147.26,4,3,4,434,Platinum
1292,31,5,3607.66,3,2,3,323,Gold
1293,239,5,4736.69,1,2,4,124,Bronze
1294,176,3,917.32,1,1,1,111,Bronze
1295,29,7,1882.9,3,3,2,332,Gold
1296,130,4,2793.27,1,1,2,112,Bronze
1297,2,6,2424.53,4,2,2,422,Platinum
1298,141,5,4113.36,1,2,3,123,Bronze
1299,6,7,5957.78,4,3,4,434,Platinum
1300,20,6,6148.62,3,2,4,324,Gold
1301,12,8,2178.71,4,4,2,442,Platinum
1302,29,13,5336.73,3,4,4,344,Gold
1303,10,6,4352.37,4,2,4,424,Platinum
1304,3,6,2321.06,4,2,2,422,Platinum
1305,142,5,2825,1,2,3,123,Bronze
1306,12,6,5486.1,4,2,4,424,Platinum
1307,90,9,4526.73,1,4,4,144,Bronze
1308,15,5,4757.96,4,2,4,424,Platinum
1309,82,4,1400.32,2,1,1,211,Bronze
1310,20,5,2289.27,3,2,2,322,Gold
1311,37,4,3572.06,3,1,3,313,Gold
1312,26,4,1292.6,3,1,1,311,Silver
1313,7,8,4753.51,4,4,4,444,Platinum
1314,27,6,3092.39,3,2,3,323,Gold
1315,5,8,2216.97,4,4,2,442,Platinum
1316,32,5,2152.88,3,2,2,322,Gold
1317,10,9,7024.71,4,4,4,444,Platinum
1318,7,7,3500.74,4,3,3,433,Platinum
1319,16,5,1579.83,4,2,1,421,Platinum
1320,94,6,1835.18,1,2,2,122,Bronze
1321,103,7,2398.25,1,3,2,132,Bronze
1322,63,4,4008.84,2,1,3,213,Silver
1323,53,7,1695.38,2,3,1,231,Silver
1324,74,7,2443.26,2,3,2,232,Silver
1325,82,1,104.24,2,1,1,211,Bronze
1326,10,6,3581,4,2,3,423,Platinum
1327,6,5,2848.5,4,2,3,423,Platinum
1328,0,7,5351.58,4,3,4,434,Platinum
1329,4,11,8352.16,4,4,4,444,Platinum
1330,75,6,5101.12,2,2,4,224,Silver
1331,5,10,6252.43,4,4,4,444,Platinum
1332,31,8,5075.61,3,4,4,344,Gold
1333,7,3,1924.18,4,1,2,412,Platinum
1334,240,2,719.98,1,1,1,111,Bronze
1335,52,7,3332.65,2,3,3,233,Silver
1336,78,6,3595.91,2,2,3,223,Silver
1337,83,6,3417.42,2,2,3,223,Silver
1338,231,2,234.36,1,1,1,111,Bronze
1339,102,5,4713.22,1,2,4,124,Bronze
1340,28,8,2120.42,3,4,2,342,Gold
1341,10,4,1213.75,4,1,1,411,Gold
1342,3,5,3822.2,4,2,3,423,Platinum
1343,20,4,1317.16,3,1,1,311,Silver
1344,21,3,628.57,3,1,1,311,Silver
1345,43,6,5170.95,3,2,4,324,Gold
1346,15,9,6736.53,4,4,4,444,Platinum
1347,91,6,3745.36,1,2,3,123,Bronze
1348,114,5,5915.86,1,2,4,124,Bronze
1349,43,6,1905.16,3,2,2,322,Gold
1350,116,2,1235.26,1,1,1,111,Bronze
1351,17,6,4638.66,4,2,4,424,Platinum
1352,88,3,1151.6,2,1,1,211,Bronze
1353,14,9,3363.87,4,4,3,443,Platinum
1354,74,3,2464.54,2,1,2,212,Silver
1355,8,5,2713.72,4,2,2,422,Platinum
1356,22,6,3853.42,3,2,3,323,Gold
1357,12,10,5689.86,4,4,4,444,Platinum
1358,3,8,4113.04,4,4,3,443,Platinum
1359,12,2,1550.82,4,1,1,411,Gold
1360,181,3,1906.15,1,1,2,112,Bronze
1361,28,7,2731.92,3,3,2,332,Gold
1362,118,2,1736.45,1,1,1,111,Bronze
1363,24,7,2744.34,3,3,2,332,Gold
1364,64,5,2329.32,2,2,2,222,Silver
1365,217,4,818.72,1,1,1,111,Bronze
1366,54,5,1614.09,2,2,1,221,Silver
1367,11,7,2760.28,4,3,2,432,Platinum
1368,48,6,3581.34,2,2,3,223,Silver
1369,178,4,2503.47,1,1,2,112,Bronze
1370,26,4,839.27,3,1,1,311,Silver
1371,26,4,1270.94,3,1,1,311,Silver
1372,66,6,2935.68,2,2,3,223,Silver
1374,39,8,5196.33,3,4,4,344,Gold
1375,82,5,1849.91,2,2,2,222,Silver
1376,89,6,4576.53,1,2,4,124,Bronze
1377,75,5,2814.08,2,2,3,223,Silver
1378,12,6,4881.55,4,2,4,424,Platinum
1379,28,5,4337.31,3,2,4,324,Gold
1380,198,3,2550.94,1,1,2,112,Bronze
1381,113,5,4177.61,1,2,4,124,Bronze
1382,122,2,1946.89,1,1,2,112,Bronze
1383,57,4,3372.97,2,1,3,213,Silver
1384,36,6,3307.48,3,2,3,323,Gold
1385,142,5,2624.57,1,2,2,122,Bronze
1386,106,3,2724.72,1,1,2,112,Bronze
1387,215,1,641.64,1,1,1,111,Bronze
1388,19,6,3792.12,3,2,3,323,Gold
1389,49,9,6263.12,2,4,4,244,Silver
1390,1,9,3474.54,4,4,3,443,Platinum
1391,63,3,2283.83,2,1,2,212,Silver
1392,107,3,3196.27,1,1,3,113,Bronze
1393,1,3,798.9,4,1,1,411,Gold
1394,171,4,1796.62,1,1,1,111,Bronze
1395,87,3,1471.77,2,1,1,211,Bronze
1396,9,10,7075.58,4,4,4,444,Platinum
1397,137,6,4563.95,1,2,4,124,Bronze
1398,36,7,5649.83,3,3,4,334,Gold
1399,16,4,2234.62,4,1,2,412,Platinum
1400,56,7,4939.11,2,3,4,234,Silver
1401,81,4,2405.42,2,1,2,212,Silver
1402,40,8,3067.58,3,4,3,343,Gold
1403,164,2,685.43,1,1,1,111,Bronze
1404,7,10,5426.7,4,4,4,444,Platinum
1405,33,11,2281.99,3,4,2,342,Gold
1406,28,6,2396.7,3,2,2,322,Gold
1407,0,9,3796.53,4,4,3,443,Platinum
1408,10,3,2731.09,4,1,2,412,Platinum
1409,22,5,2637.41,3,2,2,322,Gold
1410,60,7,5597.11,2,3,4,234,Silver
1411,35,6,4268.32,3,2,4,324,Gold
1412,121,4,2223.44,1,1,2,112,Bronze
1413,3,6,3277.86,4,2,3,423,Platinum
1414,18,2,630.21,4,1,1,411,Gold
1415,57,4,3062.52,2,1,3,213,Silver
1416,67,5,1266.06,2,2,1,221,Silver
1417,56,7,3873.42,2,3,3,233,Silver
1418,86,7,2721.14,2,3,2,232,Silver
1419,22,5,972.79,3,2,1,321,Gold
1420,38,5,2121.64,3,2,2,322,Gold
1421,57,6,2529.62,2,2,2,222,Silver
1422,38,8,1796.65,3,4,1,341,Gold
1423,24,6,3233.09,3,2,3,323,Gold
1424,76,3,1475.88,2,1,1,211,Bronze
1425,0,4,3145,4,1,3,413,Platinum
1426,48,7,3867.34,2,3,3,233,Silver
1427,59,6,3684.7,2,2,3,223,Silver
1428,15,10,5508.8,4,4,4,444,Platinum
1429,31,7,861.62,3,3,1,331,Gold
1430,108,6,1917.01,1,2,2,122,Bronze
1431,19,4,955.44,3,1,1,311,Silver
1432,33,6,3727.06,3,2,3,323,Gold
1433,131,3,1908.57,1,1,2,112,Bronze
1434,124,2,1127.95,1,1,1,111,Bronze
1435,33,7,5393.83,3,3,4,334,Gold
1436,72,5,3404.37,2,2,3,223,Silver
1437,143,3,2636.2,1,1,2,112,Bronze
1438,6,11,6559.71,4,4,4,444,Platinum
1439,65,4,2597.43,2,1,2,212,Silver
1440,19,6,6362.47,3,2,4,324,Gold
1441,158,2,562.46,1,1,1,111,Bronze
1442,53,3,911.28,2,1,1,211,Bronze
1443,44,10,5004.26,3,4,4,344,Gold
1444,38,5,1281.31,3,2,1,321,Gold
1445,6,6,3423.12,4,2,3,423,Platinum
1446,10,7,4495.52,4,3,4,434,Platinum
1447,97,7,4553.86,1,3,4,134,Bronze
1448,237,1,128.46,1,1,1,111,Bronze
1449,14,6,4565.33,4,2,4,424,Platinum
1450,42,7,2959.59,3,3,3,333,Gold
1451,31,7,5017.33,3,3,4,334,Gold
1452,2,5,3431.62,4,2,3,423,Platinum
1453,0,5,3265.75,4,2,3,423,Platinum
1454,5,5,2240.5,4,2,2,422,Platinum
1455,32,5,2349.98,3,2,2,322,Gold
1456,8,4,874.93,4,1,1,411,Gold
1457,65,7,2330.29,2,3,2,232,Silver
1458,198,3,3273.33,1,1,3,113,Bronze
1459,98,4,4557.6,1,1,4,114,Bronze
1460,12,8,10787.6,4,4,4,444,Platinum
1461,18,7,5805.92,4,3,4,434,Platinum
1462,81,6,2331.52,2,2,2,222,Silver
1463,110,5,2171.73,1,2,2,122,Bronze
1464,106,7,2169.36,1,3,2,132,Bronze
1465,107,4,1429.5,1,1,1,111,Bronze
1466,33,3,978.42,3,1,1,311,Silver
1467,13,7,1825.83,4,3,2,432,Platinum
1468,24,7,3564.99,3,3,3,333,Gold
1469,74,6,2251.36,2,2,2,222,Silver
1470,1,8,3961.4,4,4,3,443,Platinum
1471,5,5,4685.84,4,2,4,424,Platinum
1472,69,7,5011.4,2,3,4,234,Silver
1473,32,11,6176.3,3,4,4,344,Gold
1474,66,5,1676.15,2,2,1,221,Silver
1475,46,8,7812.17,2,4,4,244,Silver
1476,24,2,930.46,3,1,1,311,Silver
1477,19,9,5007.94,3,4,4,344,Gold
1478,1,8,3669.9,4,4,3,443,Platinum
1479,15,6,2530.6,4,2,2,422,Platinum
1480,2,9,2258.7,4,4,2,442,Platinum
1481,20,9,2551.05,3,4,2,342,Gold
1482,68,12,9269.16,2,4,4,244,Silver
1483,29,8,4273.54,3,4,4,344,Gold
1484,14,5,1455.39,4,2,1,421,Platinum
1485,4,2,526.79,4,1,1,411,Gold
1486,32,5,3681.51,3,2,3,323,Gold
1487,17,2,400.47,4,1,1,411,Gold
1488,40,2,133.38,3,1,1,311,Silver
1489,82,5,566.55,2,2,1,221,Silver
1490,68,4,2182.98,2,1,2,212,Silver
1491,160,3,1591.33,1,1,1,111,Bronze
1492,5,8,4645.84,4,4,4,444,Platinum
1493,20,10,6117.05,3,4,4,344,Gold
1494,18,10,5221.26,4,4,4,444,Platinum
1495,3,2,575.15,4,1,1,411,Gold
1496,53,5,3181.16,2,2,3,223,Silver
1497,182,6,3022.99,1,2,3,123,Bronze
1498,40,4,1583.19,3,1,1,311,Silver
1499,125,5,2193.86,1,2,2,122,Bronze
1500,5,5,3488.45,4,2,3,423,Platinum
1501,53,5,1636.37,2,2,1,221,Silver
1502,26,9,6209.68,3,4,4,344,Gold
1503,34,10,7693.78,3,4,4,344,Gold
1504,5,5,713.22,4,2,1,421,Platinum
1505,18,5,4263.17,4,2,4,424,Platinum
1506,0,10,6435.1,4,4,4,444,Platinum
1507,16,4,3468.47,4,1,3,413,Platinum
1508,61,5,3479.01,2,2,3,223,Silver
1509,44,3,1862.95,3,1,2,312,Gold
1510,56,2,2238.37,2,1,2,212,Silver
1511,16,8,3037.58,4,4,3,443,Platinum
1512,56,4,2817.57,2,1,3,213,Silver
1513,120,6,2071.14,1,2,2,122,Bronze
1514,67,7,3553.83,2,3,3,233,Silver
1515,8,7,2314.6,4,3,2,432,Platinum
1516,37,5,4256.32,3,2,4,324,Gold
1517,28,11,5878.15,3,4,4,344,Gold
1518,31,5,2749.4,3,2,2,322,Gold
1519,8,11,3819.53,4,4,3,443,Platinum
1520,167,4,1542,1,1,1,111,Bronze
1521,95,2,824.27,1,1,1,111,Bronze
1522,9,6,2962.76,4,2,3,423,Platinum
1523,41,3,2105.09,3,1,2,312,Gold
1524,37,8,2724.52,3,4,2,342,Gold
1525,24,3,1909.17,3,1,2,312,Gold
1526,80,6,3446.83,2,2,3,223,Silver
1527,41,8,3855.93,3,4,3,343,Gold
1528,75,7,5083.41,2,3,4,234,Silver
1529,104,1,199.1,1,1,1,111,Bronze
1530,1,10,7390.75,4,4,4,444,Platinum
1531,42,7,3839.18,3,3,3,333,Gold
1532,3,6,2827.66,4,2,3,423,Platinum
1533,104,8,3968.52,1,4,3,143,Bronze
1534,46,7,3244.32,2,3,3,233,Silver
1535,104,5,2811.97,1,2,3,123,Bronze
1536,33,4,2018.04,3,1,2,312,Gold
1537,26,9,5101.55,3,4,4,344,Gold
1538,1,4,222.78,4,1,1,411,Gold
1539,65,8,3479.18,2,4,3,243,Silver
1540,5,6,3641.91,4,2,3,423,Platinum
1541,70,5,3324.89,2,2,3,223,Silver
1542,133,5,1825.32,1,2,2,122,Bronze
1543,74,3,1359.46,2,1,1,211,Bronze
1544,329,1,903.11,1,1,1,111,Bronze
1545,2,7,2637.47,4,3,2,432,Platinum
1546,69,7,2501.87,2,3,2,232,Silver
1547,27,9,6523.19,3,4,4,344,Gold
1548,37,3,1434.01,3,1,1,311,Silver
1549,3,7,2924.48,4,3,3,433,Platinum
1550,42,6,3172.63,3,2,3,323,Gold
1551,22,7,5171.89,3,3,4,334,Gold
1552,99,5,5400.32,1,2,4,124,Bronze
1553,84,4,2002.85,2,1,2,212,Silver
1554,20,7,5636.08,3,3,4,334,Gold
1555,133,7,3107.36,1,3,3,133,Bronze
1556,84,5,3519.22,2,2,3,223,Silver
1557,75,7,4795.51,2,3,4,234,Silver
1558,8,9,10640.3,4,4,4,444,Platinum
1559,56,8,8624.72,2,4,4,244,Silver
1560,202,3,486.61,1,1,1,111,Bronze
1561,43,8,6918.89,3,4,4,344,Gold
1562,100,3,2606.7,1,1,2,112,Bronze
1563,129,4,2877.89,1,1,3,113,Bronze
1564,13,3,493.17,4,1,1,411,Gold
1565,9,2,1182.38,4,1,1,411,Gold
1566,86,4,1597.26,2,1,1,211,Bronze
1567,24,7,4071.82,3,3,3,333,Gold
1568,139,5,3870.48,1,2,3,123,Bronze
1569,53,1,1103.43,2,1,1,211,Bronze
1570,33,9,5321.3,3,4,4,344,Gold
1571,3,4,4968.78,4,1,4,414,Platinum
1572,82,6,7651.02,2,2,4,224,Silver
1573,64,4,2236.76,2,1,2,212,Silver
1574,73,10,3220.9,2,4,3,243,Silver
1575,86,4,1050.28,2,1,1,211,Bronze
1576,37,8,4521.35,3,4,4,344,Gold
1577,12,7,3677,4,3,3,433,Platinum
1578,16,7,6165.1,4,3,4,434,Platinum
1579,40,10,8102.62,3,4,4,344,Gold
1580,55,8,3225,2,4,3,243,Silver
1581,36,8,2944.09,3,4,3,343,Gold
1582,55,5,1914.2,2,2,2,222,Silver
1583,112,4,3221.08,1,1,3,113,Bronze
1584,2,2,1323.66,4,1,1,411,Gold
1585,37,8,3461.65,3,4,3,343,Gold
1586,16,6,4154.02,4,2,4,424,Platinum
1587,77,5,635.72,2,2,1,221,Silver
1588,32,7,3628.26,3,3,3,333,Gold
1589,11,6,6738.66,4,2,4,424,Platinum
1590,86,3,2248.04,2,1,2,212,Silver
1591,29,12,5968.91,3,4,4,344,Gold
1592,100,4,3348.25,1,1,3,113,Bronze
1593,53,6,3818.36,2,2,3,223,Silver
1594,0,6,4320.3,4,2,4,424,Platinum
1595,77,7,4891.75,2,3,4,234,Silver
1596,135,5,2953.23,1,2,3,123,Bronze
1597,25,12,9739.46,3,4,4,344,Gold
1598,170,5,2317.99,1,2,2,122,Bronze
1599,19,11,4855.5,3,4,4,344,Gold
1600,13,9,2924.43,4,4,3,443,Platinum
1601,19,4,2317.27,3,1,2,312,Gold
1602,7,5,4026.12,4,2,3,423,Platinum
1603,23,4,1488.17,3,1,1,311,Silver
1604,99,3,1225.77,1,1,1,111,Bronze
1605,181,3,1721.05,1,1,1,111,Bronze
1606,42,5,2602.85,3,2,2,322,Gold
1607,1,5,1681.02,4,2,1,421,Platinum
1608,12,3,1206.35,4,1,1,411,Gold
1609,61,5,4041.6,2,2,3,223,Silver
1610,8,5,3556.15,4,2,3,423,Platinum
1611,41,12,5450.34,3,4,4,344,Gold
1612,67,2,2932.82,2,1,3,213,Silver
1613,41,8,3512.03,3,4,3,343,Gold
1614,50,7,2397.39,2,3,2,232,Silver
1615,55,6,5353.57,2,2,4,224,Silver
1616,23,7,6150.25,3,3,4,334,Gold
1617,5,5,2977.19,4,2,3,423,Platinum
1618,28,2,643.43,3,1,1,311,Silver
1619,84,10,7031.79,2,4,4,244,Silver
1620,216,2,1149.25,1,1,1,111,Bronze
1621,82,5,1162.24,2,2,1,221,Silver
1622,47,3,1506.34,2,1,1,211,Bronze
1623,2,6,3362.55,4,2,3,423,Platinum
1624,3,6,1627.22,4,2,1,421,Platinum
1625,9,8,8499.59,4,4,4,444,Platinum
1626,255,2,1326.15,1,1,1,111,Bronze
1627,24,8,4834.08,3,4,4,344,Gold
1628,133,2,2659.57,1,1,2,112,Bronze
1629,1,7,6051.87,4,3,4,434,Platinum
1630,23,3,1915.23,3,1,2,312,Gold
1631,131,5,3048.12,1,2,3,123,Bronze
1632,281,2,853.16,1,1,1,111,Bronze
1633,17,3,2548.92,4,1,2,412,Platinum
1634,29,4,1537.06,3,1,1,311,Silver
1635,139,4,1319.52,1,1,1,111,Bronze
1636,40,5,3274.29,3,2,3,323,Gold
1637,143,8,4115.36,1,4,3,143,Bronze
1638,11,4,4046.88,4,1,3,413,Platinum
1639,30,6,4428.51,3,2,4,324,Gold
1640,62,7,1871.87,2,3,2,232,Silver
1641,63,9,4326.2,2,4,4,244,Silver
1642,84,5,2307.49,2,2,2,222,Silver
1643,38,8,4244.32,3,4,4,344,Gold
1644,22,7,4938.15,3,3,4,334,Gold
1645,90,7,1411.7,1,3,1,131,Bronze
1646,26,7,4487.52,3,3,4,334,Gold
1647,178,7,3267.5,1,3,3,133,Bronze
1648,13,4,2124.93,4,1,2,412,Platinum
1649,71,3,3089.37,2,1,3,213,Silver
1650,10,5,1860.19,4,2,2,422,Platinum
1651,97,5,694.38,1,2,1,121,Bronze
1652,96,6,2662.39,1,2,2,122,Bronze
1653,33,5,2843.51,3,2,3,323,Gold
1654,84,4,1179.61,2,1,1,211,Bronze
1655,16,3,1337.55,4,1,1,411,Gold
1656,84,7,2455.57,2,3,2,232,Silver
1657,61,6,2779.96,2,2,2,222,Silver
1658,280,4,1469.96,1,1,1,111,Bronze
1659,80,7,3461.08,2,3,3,233,Silver
1660,76,6,2624.36,2,2,2,222,Silver
1661,218,6,5880.33,1,2,4,124,Bronze
1662,62,5,1718.12,2,2,1,221,Silver
1663,13,6,2991.52,4,2,3,423,Platinum
1664,42,7,3476.36,3,3,3,333,Gold
1665,68,8,3302.05,2,4,3,243,Silver
1666,78,4,1518.85,2,1,1,211,Bronze
1667,76,7,5432.4,2,3,4,234,Silver
1668,4,6,2901.97,4,2,3,423,Platinum
1669,59,6,3361.1,2,2,3,223,Silver
1670,60,9,5073.96,2,4,4,244,Silver
1671,43,4,1221.85,3,1,1,311,Silver
1672,42,13,6123.29,3,4,4,344,Gold
1673,133,3,748.69,1,1,1,111,Bronze
1674,48,5,160.73,2,2,1,221,Silver
1675,101,4,3067.06,1,1,3,113,Bronze
1676,87,5,4291.11,2,2,4,224,Silver
1677,98,8,2781.56,1,4,2,142,Bronze
1678,68,9,4732.32,2,4,4,244,Silver
1679,136,4,3026.57,1,1,3,113,Bronze
1680,112,3,1931.5,1,1,2,112,Bronze
1681,18,5,2930.55,4,2,3,423,Platinum
1682,82,6,5354.43,2,2,4,224,Silver
1683,82,9,5995.2,2,4,4,244,Silver
1684,16,6,1507.3,4,2,1,421,Platinum
1685,25,2,677.18,3,1,1,311,Silver
1686,78,10,5672.85,2,4,4,244,Silver
1687,10,4,2185.27,4,1,2,412,Platinum
1688,23,8,2511.75,3,4,2,342,Gold
1689,136,5,3334.23,1,2,3,123,Bronze
1690,16,9,2570.54,4,4,2,442,Platinum
1691,2,8,3832.92,4,4,3,443,Platinum
1692,127,5,1363.77,1,2,1,121,Bronze
1693,75,7,4956.61,2,3,4,234,Silver
1694,19,7,4611.39,3,3,4,334,Gold
1695,37,5,3646.3,3,2,3,323,Gold
1696,28,9,6524.77,3,4,4,344,Gold
1697,24,5,3042.48,3,2,3,323,Gold
1698,32,8,4965.68,3,4,4,344,Gold
1699,81,8,3652.88,2,4,3,243,Silver
1700,44,7,1501.35,3,3,1,331,Gold
1701,5,5,1420.68,4,2,1,421,Platinum
1702,14,7,2185.44,4,3,2,432,Platinum
1703,3,4,761.47,4,1,1,411,Gold
1704,119,2,1678.39,1,1,1,111,Bronze
1705,15,4,2109.79,4,1,2,412,Platinum
1706,2,8,4666.64,4,4,4,444,Platinum
1707,17,9,3463.54,4,4,3,443,Platinum
1708,258,4,2225.03,1,1,2,112,Bronze
1709,4,5,2059,4,2,2,422,Platinum
1710,80,4,1638.52,2,1,1,211,Bronze
1711,41,7,2769.45,3,3,2,332,Gold
1712,286,2,781.41,1,1,1,111,Bronze
1713,6,7,3889.18,4,3,3,433,Platinum
1714,38,6,3372.13,3,2,3,323,Gold
1715,102,3,629.29,1,1,1,111,Bronze
1716,134,2,1444.78,1,1,1,111,Bronze
1717,46,4,1951.07,2,1,2,212,Silver
1718,24,5,1539.11,3,2,1,321,Gold
1719,19,5,2228.3,3,2,2,322,Gold
1720,23,5,3538.05,3,2,3,323,Gold
1721,0,7,3766.35,4,3,3,433,Platinum
1722,4,9,8086.75,4,4,4,444,Platinum
1723,17,5,2965.28,4,2,3,423,Platinum
1724,103,4,958.58,1,1,1,111,Bronze
1725,60,8,5652.16,2,4,4,244,Silver
1726,9,8,5084.42,4,4,4,444,Platinum
1727,71,7,3036.05,2,3,3,233,Silver
1728,45,7,3684.49,3,3,3,333,Gold
1729,58,7,3005.33,2,3,3,233,Silver
1730,20,3,418.04,3,1,1,311,Silver
1731,43,11,3521.29,3,4,3,343,Gold
1732,97,5,2263.39,1,2,2,122,Bronze
1733,53,5,3170.48,2,2,3,223,Silver
1734,25,2,923,3,1,1,311,Silver
1735,65,5,2560.93,2,2,2,222,Silver
1736,54,6,3759.28,2,2,3,223,Silver
1737,45,3,3531.09,3,1,3,313,Gold
1738,21,5,1841.07,3,2,2,322,Gold
1739,37,4,2395.71,3,1,2,312,Gold
1740,6,8,3770.36,4,4,3,443,Platinum
1741,64,4,2725.13,2,1,2,212,Silver
1742,59,6,1942.36,2,2,2,222,Silver
1743,86,7,4448.07,2,3,4,234,Silver
1744,109,3,539.25,1,1,1,111,Bronze
1745,5,12,3164.47,4,4,3,443,Platinum
1746,105,6,3706.41,1,2,3,123,Bronze
1747,190,4,995.38,1,1,1,111,Bronze
1748,2,10,4973.95,4,4,4,444,Platinum
1749,81,3,1820.71,2,1,2,212,Silver
1750,55,6,5227.98,2,2,4,224,Silver
1751,12,4,1714.84,4,1,1,411,Gold
1752,28,7,3240.2,3,3,3,333,Gold
1753,27,4,2093.21,3,1,2,312,Gold
1754,142,5,3519.51,1,2,3,123,Bronze
1755,48,6,3451.34,2,2,3,223,Silver
1756,62,3,2046.4,2,1,2,212,Silver
